,timestamp,hf,hl,seed,gpu,image_name,heigth,width,cropped_heigth,cropped_width,is_cropped,lr,epochs,date,root_path,path
93,1603731938-952001,85,13,0,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,26-10-2020,D:\data\cameramen\26-10-2020\1603731938-952001\train,/content/my_data/1603731938-952001.85.13.arch_no_9.trial_no_0.pth
94,1603731938-952001,85,13,42,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,26-10-2020,D:\data\cameramen\26-10-2020\1603731938-952001\train,/content/my_data/1603731938-952001.85.13.arch_no_10.trial_no_0.pth
95,1603731938-952001,85,13,123,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,26-10-2020,D:\data\cameramen\26-10-2020\1603731938-952001\train,/content/my_data/1603731938-952001.85.13.arch_no_11.trial_no_0.pth
96,1603774067-025589,64,3,0,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,27-10-2020,D:\data\cameramen\27-10-2020\1603774067-025589\train,/content/my_data/1603774067-025589.64.3.arch_no_0.trial_no_0.pth
97,1603774067-025589,64,3,42,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,27-10-2020,D:\data\cameramen\27-10-2020\1603774067-025589\train,/content/my_data/1603774067-025589.64.3.arch_no_1.trial_no_0.pth
98,1603774067-025589,64,3,123,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,27-10-2020,D:\data\cameramen\27-10-2020\1603774067-025589\train,/content/my_data/1603774067-025589.64.3.arch_no_2.trial_no_0.pth
99,1603774067-025589,64,4,0,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,27-10-2020,D:\data\cameramen\27-10-2020\1603774067-025589\train,/content/my_data/1603774067-025589.64.4.arch_no_3.trial_no_0.pth
100,1603774067-025589,64,4,42,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,27-10-2020,D:\data\cameramen\27-10-2020\1603774067-025589\train,/content/my_data/1603774067-025589.64.4.arch_no_4.trial_no_0.pth
101,1603774067-025589,64,4,123,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,27-10-2020,D:\data\cameramen\27-10-2020\1603774067-025589\train,/content/my_data/1603774067-025589.64.4.arch_no_5.trial_no_0.pth
102,1603774067-025589,64,5,0,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,27-10-2020,D:\data\cameramen\27-10-2020\1603774067-025589\train,/content/my_data/1603774067-025589.64.5.arch_no_6.trial_no_0.pth
103,1603774067-025589,64,5,42,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,27-10-2020,D:\data\cameramen\27-10-2020\1603774067-025589\train,/content/my_data/1603774067-025589.64.5.arch_no_7.trial_no_0.pth
